name,platform,year_of_release,genre,publisher,developer,na_sales,eu_sales,jp_sales,critic_score,user_score
Let's Yoga!,DS,2007.0,Misc,Konami Digital Entertainment,Vanpool,0.0,0.0,0.02,,tbd
Busou Renkin: Youkoso Papillon Park e,PS2,2007.0,Action,Marvelous Interactive,,0.0,0.0,0.02,,
Ore wa Shoujo Mangaka,PSP,2012.0,Action,Giza10,,0.0,0.0,0.02,,
Emergency 2012,DS,2010.0,Simulation,Rondomedia,,0.0,0.01,0.0,,
Puyo Puyo Tetris,WiiU,2014.0,Puzzle,Sega,,0.0,0.0,0.02,,
Exhibition Volume 6,XB,2004.0,Misc,Microsoft Game Studios,,0.01,0.0,0.0,,
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008.0,Misc,Sega,,0.0,0.0,0.02,,
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011.0,Misc,Disney Interactive Studios,,0.0,0.0,0.02,,
Collar x Malice,PSV,2016.0,Action,Idea Factory,Otomate,0.0,0.0,0.02,,
Kao the Kangaroo Round 2,GC,2005.0,Platform,JoWood Productions,Tate Interactive,0.01,0.0,0.0,57.0,tbd
The Dark Hills of Cherai,PC,2009.0,Puzzle,Unknown,ChaYoWo Games,0.0,0.01,0.0,,tbd
Pirates PlundArrr,Wii,2010.0,Action,Majesco Entertainment,Boomzap,0.02,0.0,0.0,60.0,tbd
Zoey 101: Field Trip Fiasco,DS,2007.0,Action,THQ,THQ,0.02,0.0,0.0,31.0,tbd
Dream C Club: GoGo ,PS3,2014.0,Adventure,D3Publisher,,0.0,0.0,0.02,,
Usavichi: Game no Jikan,DS,2011.0,Action,Namco Bandai Games,,0.0,0.0,0.02,,
Summer Challenge: Athletics Tournament,Wii,2011.0,Sports,PQube,,0.0,0.01,0.0,,
Battle Spirits: Hero's Soul,PSP,2010.0,Role-Playing,Namco Bandai Games,,0.0,0.0,0.02,,
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010.0,Misc,Alchemist,,0.0,0.0,0.02,,
Otona no Renai Shousetsu: Harlequin Selection,DS,2010.0,Misc,Nintendo,,0.0,0.0,0.02,,
White Album 2: Shiawase no Mukougawa,PSV,2013.0,Adventure,Aqua Plus,,0.0,0.0,0.02,,
W.L.O. Sekai Renai Kikousen,X360,2010.0,Adventure,5pb,,0.0,0.0,0.02,,
New Interpretation Stranger of Sword City,PSV,2016.0,Role-Playing,Experience Inc.,,0.0,0.0,0.02,,
Final Fantasy XI: All-In-One Pack 2006,X360,2006.0,Role-Playing,Square Enix,,0.0,0.0,0.02,,
Pippa Funnell: Ranch Rescue,Wii,2007.0,Adventure,Ubisoft,,0.0,0.01,0.0,,
Joint Operations: Combined Arms,PC,2009.0,Shooter,NovaLogic,,0.01,0.0,0.0,,
Kadenz fermata//Akkord:fortissimo,PSV,2014.0,Adventure,5pb,,0.0,0.0,0.02,,
Worms World Party,PC,2001.0,Strategy,Virgin Interactive,Team 17,0.0,0.01,0.0,75.0,7.6
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010.0,Misc,Alvion,,0.0,0.0,0.02,,
Dancing on Ice,DS,2010.0,Sports,Ghostlight,,0.0,0.01,0.0,,
Winning Post 7: Maximum 2007,PS3,2007.0,Sports,Tecmo Koei,,0.0,0.0,0.02,,
Professional Farmer 2016,PS4,2015.0,Action,Namco Bandai Games,,0.0,0.01,0.0,,
Sarah: Keeper of the Unicorn,DS,2009.0,Adventure,DreamCatcher Interactive,,0.01,0.0,0.0,,tbd
Storm Lover 2nd,PSP,2013.0,Misc,D3Publisher,,0.0,0.0,0.02,,
Gears of War,PC,2007.0,Shooter,Microsoft Game Studios,Epic Games,0.0,0.01,0.0,87.0,7.8
Dragon Booster,DS,2005.0,Shooter,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,0.02,0.0,0.0,33.0,7
Dragon's Dogma Online: Season 2,PS4,2016.0,Action,Capcom,,0.0,0.0,0.02,,
Gaist Crusher God,3DS,2014.0,Action,Capcom,,0.0,0.0,0.02,,
DJ Star,DS,2009.0,Misc,Deep Silver,Game Life,0.01,0.0,0.0,66.0,tbd
Arcana Famiglia 2,PSP,2013.0,Adventure,Comfort,,0.0,0.0,0.02,,
Shinkyoku Soukai Polyphonica,PS2,2007.0,Adventure,Prototype,,0.0,0.0,0.02,,
PDC World Championship Darts 2008,DS,,Sports,Unknown,,0.01,0.0,0.0,,
Post Mortem,PC,2003.0,Adventure,Microids,Microids,0.0,0.01,0.0,71.0,8
Kiss Bell,PSV,2014.0,Adventure,Giga,,0.0,0.0,0.02,,
San Goku Shi DS 2,DS,2007.0,Strategy,Tecmo Koei,,0.0,0.0,0.02,,
Strongest Tokyo University Shogi DS,DS,1985.0,Action,Mycom,,0.0,0.0,0.02,,
Shin Sangoku Musou Online: Souten Ranbu,PS3,2010.0,Action,Tecmo Koei,,0.0,0.0,0.02,,
V-Rally 3,XB,2003.0,Racing,Atari,Eden Studios,0.01,0.0,0.0,76.0,tbd
Wall-E,PC,2008.0,Platform,THQ,Heavy Iron Studios,0.0,0.01,0.0,58.0,6.8
Majesty 2: The Fantasy Kingdom Sim,PC,2009.0,Simulation,Paradox Interactive,"1C, Ino-Co, 1C Company",0.01,0.0,0.0,72.0,7.3
LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,Activision,Traveller's Tales,0.0,0.01,0.0,86.0,8.2
Dead to Rights,GBA,2004.0,Shooter,Zoo Digital Publishing,Torus Games,0.01,0.0,0.0,40.0,tbd
Thunder Force VI,PS2,2008.0,Shooter,Sega,,0.0,0.0,0.02,,
Full House Kiss 2,PS2,2006.0,Adventure,Capcom,,0.0,0.0,0.02,,
Dinotopia: The Sunstone Odyssey,GC,,Action,Unknown,Vicious Cycle,0.01,0.0,0.0,50.0,tbd
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010.0,Misc,Paon,,0.0,0.0,0.02,,
PachiPara 3D,3DS,2011.0,Misc,Irem Software Engineering,,0.0,0.0,0.02,,
Earth Defense Force 2017 (old JP sales),X360,2006.0,Shooter,D3Publisher,,0.0,0.0,0.02,,
I Doll U,PSV,2015.0,Adventure,Idea Factory,,0.0,0.0,0.02,,
Star Trek: Legacy,PC,2006.0,Simulation,Ubisoft,Mad Doc Software,0.0,0.01,0.0,56.0,4
Sengoku Hime: Senran ni Mau Otometachi,PS2,2009.0,Adventure,Yeti,,0.0,0.0,0.02,,
GTI Club: Supermini Festa!,Wii,2010.0,Racing,Konami Digital Entertainment,,0.01,0.0,0.0,,
Syberia II,PC,2004.0,Adventure,MC2 Entertainment,Microids,0.0,0.01,0.0,80.0,8.3
Paranormal Pursuit: The Gifted One,PC,2015.0,Action,Alawar Entertainment,Logris Games,0.0,0.01,0.0,,tbd
Command & Conquer Collection,PC,2003.0,Strategy,Electronic Arts,,0.01,0.0,0.0,,
Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010.0,Action,Neko Entertainment,,0.0,0.01,0.0,,
A Vampyre Story,PC,2008.0,Adventure,Crimson Cow,Autumn Moon,0.0,0.01,0.0,75.0,8.5
Monster Trux Offroad,Wii,2007.0,Racing,Popcorn Arcade,Data Design Interactive,0.01,0.0,0.0,,tbd
The Sims 4: Luxury Party Stuff,PC,2015.0,Simulation,Electronic Arts,Maxis,0.0,0.01,0.0,,5.3
Sniper Elite,PC,2005.0,Shooter,MC2 Entertainment,Rebellion,0.0,0.01,0.0,76.0,8
Achtung Panzer: Kharkov 1943,PC,2010.0,Strategy,Mamba Games,Paradox Interactive,0.0,0.01,0.0,70.0,8.3
Mission: Impossible - Operation Surma,GC,2004.0,Platform,Atari,Paradigm Entertainment,0.01,0.0,0.0,64.0,tbd
Sora no Otoshimono Forte: Dreamy Season,DS,2011.0,Adventure,Kadokawa Shoten,,0.0,0.0,0.02,,
Romance of the Three Kingdoms XII,WiiU,2012.0,Strategy,Tecmo Koei,,0.0,0.0,0.02,,
Hiiro no Kakera Portable,PSP,2008.0,Adventure,Idea Factory,,0.0,0.0,0.02,,
Trigger Man,GC,2004.0,Shooter,Crave Entertainment,Point of View,0.01,0.0,0.0,,tbd
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006.0,Action,Takara Tomy,,0.0,0.0,0.02,,
Antz Extreme Racing,XB,2002.0,Racing,Empire Interactive,Supersonic Software,0.01,0.0,0.0,35.0,8.7
Wand of Fortune R,PSV,2016.0,Adventure,Idea Factory,,0.0,0.0,0.02,,
Rugby World Cup 2015,PSV,2015.0,Sports,Ubisoft,HB Studios Multimedia,0.0,0.01,0.0,,tbd
Majesty 2 Collection,PC,2011.0,Strategy,Paradox Interactive,Ino-Co,0.0,0.01,0.0,,8.3
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016.0,Action,Namco Bandai Games,,0.0,0.0,0.02,,
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016.0,Misc,Namco Bandai Games,,0.0,0.0,0.02,,
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",PS2,2008.0,Adventure,ASCII Media Works,,0.0,0.0,0.02,,
Harukanaru Toki no Naka de 6,PSP,2015.0,Action,Tecmo Koei,,0.0,0.0,0.02,,
Triggerheart Exelica,DC,2007.0,Shooter,Warashi,,0.0,0.0,0.02,,
Jet Impulse,DS,,Simulation,Nintendo,,0.0,0.0,0.02,,
Games Explosion!,GBA,2006.0,Action,THQ,,0.01,0.0,0.0,,
Gummy Bears Magical Medallion,Wii,2011.0,Platform,Storm City Games,Clockwork Games,0.01,0.0,0.0,,tbd
Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015.0,Action,5pb,,0.0,0.0,0.02,,
Berserk and the Band of the Hawk,PSV,2016.0,Action,Tecmo Koei,Omega Force,0.0,0.0,0.02,,
Tennis no Oji-Sama: Card Hunter,PS2,2007.0,Strategy,Konami Digital Entertainment,,0.0,0.0,0.02,,
Brave: The Video Game,DS,2012.0,Action,Disney Interactive Studios,Behaviour Interactive,0.0,0.01,0.0,,tbd
Night Wizard the Video Game: Denial of the World,PS2,2008.0,Adventure,5pb,,0.0,0.0,0.02,,
Enemy Territory: Quake Wars,PC,2007.0,Shooter,Activision,Splash Damage,0.01,0.0,0.0,84.0,8.3
Portable Island: Tenohira Resort,PSP,2006.0,Simulation,Namco Bandai Games,,0.0,0.0,0.02,,
Sengoku Efuda Yuugi: Hototogisu Ran,PSP,2008.0,Misc,Irem Software Engineering,,0.0,0.0,0.02,,
Tokyo Friend Park II DS,DS,2006.0,Misc,Rocket Company,,0.0,0.0,0.02,,
Adventure Time: The Secret of the Nameless ,3DS,2014.0,Adventure,Little Orbit,,0.01,0.0,0.0,,
Kao the Kangaroo Round 2,PS2,2005.0,Platform,JoWood Productions,Tate Interactive,0.01,0.01,0.0,58.0,8.7
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010.0,Adventure,Idea Factory,,0.0,0.0,0.02,,
Dead Rising 2,XOne,2016.0,Action,Capcom,Blue Castle Games,0.01,0.0,0.0,,tbd
Robopon 2: Ring Version,GBA,2001.0,Role-Playing,Hudson Entertainment,Red 5 Software,0.01,0.0,0.0,68.0,tbd
Mark McMorris Infinite Air,XOne,2016.0,Sports,FuRyu Corporation,HB Studios Multimedia,0.01,0.0,0.0,,7.1
Sid Meier's Civilization Revolution 2+,PSV,2015.0,Strategy,Take-Two Interactive,,0.0,0.0,0.02,,
Dream Dancer,DS,,Misc,,"CyberPlanet Interactive Public Co., Ltd.",0.01,0.0,0.0,,tbd
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PSP,2008.0,Adventure,System Soft,,0.0,0.0,0.02,,
Dragon Tales: Dragon Adventures,GBA,2003.0,Platform,NewKidCo,,0.01,0.0,0.0,,
Powerbike,DS,2009.0,Racing,Majesco Entertainment,Tornado Studios,0.01,0.0,0.0,,tbd
Colin McRae Rally 2005,PC,2004.0,Racing,Codemasters,Codemasters,0.0,0.01,0.0,83.0,7.1
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011.0,Role-Playing,Gust,,0.0,0.0,0.02,,
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010.0,Role-Playing,Starfish,,0.0,0.0,0.02,,
Gaku ? Ou: The Royal Seven Stars,PSP,2012.0,Role-Playing,Alchemist,,0.0,0.0,0.02,,
Quantum Break,PC,2016.0,Action,Microsoft Game Studios,Remedy Entertainment,0.0,0.01,0.0,66.0,4.3
Online Chess Kingdoms,PSP,2006.0,Misc,Konami Digital Entertainment,Konami,0.01,0.0,0.0,60.0,6.8
Rayman 10th Anniversary,GBA,2005.0,Platform,Ubisoft,,0.01,0.0,0.0,,
RollerCoaster Tycoon: Gold Edition,PC,2002.0,Strategy,Infogrames,Infogrames,0.01,0.0,0.0,,tbd
Race Driver: Create & Race,DS,2007.0,Racing,Codemasters,,0.01,0.0,0.0,,
Storm Lover Kai!!,PSP,2012.0,Action,D3Publisher,,0.0,0.0,0.02,,
Minna to Issho,PSV,2011.0,Misc,Sony Computer Entertainment,,0.0,0.0,0.02,,
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011.0,Fighting,Konami Digital Entertainment,,0.0,0.0,0.02,,
FIFA Soccer 08,PC,2007.0,Sports,Electronic Arts,EA Canada,0.0,0.01,0.0,77.0,6.1
Enkaku Sousa: Sana e no 23 Hiai,PSP,2009.0,Adventure,Sony Computer Entertainment,,0.0,0.0,0.02,,
Pac-Man Championship Edition 2 + Arcade Game Series,XOne,2016.0,Action,Namco Bandai Games,,0.01,0.0,0.0,,
Command & Conquer 4: Tiberian Twilight,PC,2010.0,Strategy,Electronic Arts,,0.0,0.01,0.0,,
Hummer Badlands,XB,2006.0,Racing,Global Star,Eutechnyx,0.01,0.0,0.0,44.0,6
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008.0,Action,Takara Tomy,,0.0,0.0,0.02,,
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014.0,Adventure,Prototype,,0.0,0.0,0.02,,
Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008.0,Simulation,Tecmo Koei,,0.0,0.0,0.02,,
Iron Soldier 3,PS,1999.0,Simulation,Telegames,,0.01,0.01,0.0,,
UNO 52,DS,2006.0,Misc,Zoo Digital Publishing,Black Lantern Studios,0.01,0.0,0.0,,tbd
Tiger & Bunny: Hero's Day,PSP,2013.0,Action,D3Publisher,,0.0,0.0,0.02,,
Turbo: Super Stunt Squad,Wii,2013.0,Sports,D3Publisher,Torus Games,0.0,0.01,0.0,,tbd
Turbo: Super Stunt Squad,3DS,2013.0,Sports,D3Publisher,Torus Games,0.0,0.01,0.0,,5.2
Pachinko Kaou: Misora Hibari,PS2,2007.0,Misc,Hackberry,,0.0,0.0,0.02,,
Accel World: Kasoku no Chouten,PS3,2013.0,Adventure,Namco Bandai Games,,0.0,0.0,0.02,,
Poupee Girl DS,DS,2009.0,Misc,Alvion,,0.0,0.0,0.02,,
Choro Q,PS2,2003.0,Racing,Zoo Digital Publishing,,0.01,0.01,0.0,,
Just Cause,PS2,2006.0,Action,Eidos Interactive,Avalanche Studios,0.01,0.01,0.0,67.0,7.9
Narcissus: Moshimo Ashita ga Runara,PSP,2010.0,Adventure,Kadokawa Shoten,,0.0,0.0,0.02,,
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015.0,Action,Namco Bandai Games,,0.0,0.0,0.02,,
IHRA Drag Racing: Sportsman Edition,XB,2006.0,Racing,Bethesda Softworks,Bethesda Softworks,0.01,0.0,0.0,35.0,tbd
"Sharin no Kuni, Himawari no Shoujo",X360,2010.0,Adventure,5pb,,0.0,0.0,0.02,,
Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008.0,Adventure,D3Publisher,,0.0,0.0,0.02,,
Drone Tactics,DS,2007.0,Strategy,Success,Success,0.01,0.0,0.0,74.0,7.4
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010.0,Adventure,Compile Heart,,0.0,0.0,0.02,,
Technic Beat,PS2,2002.0,Misc,Arika,Arika,0.01,0.01,0.0,67.0,tbd
Dance! It's Your Stage,Wii,,Misc,DTP Entertainment,,0.0,0.01,0.0,,
Worldwide Soccer Manager 2006,PC,2004.0,Sports,Sega,Sports Interactive,0.0,0.01,0.0,89.0,
I Love Horses: Rider's Paradise,Wii,2010.0,Simulation,Destineer,Destineer,0.01,0.0,0.0,,tbd
DuckTales: Remastered,PC,2013.0,Action,Capcom,WayForward,0.0,0.01,0.0,66.0,7.6
Yume Neko DS,DS,2008.0,Simulation,Sega,,0.0,0.0,0.02,,
Germany's Next Topmodel 2011,DS,2011.0,Simulation,7G//AMES,,0.0,0.01,0.0,,
Dream C Club,PS3,2012.0,Simulation,D3Publisher,,0.0,0.0,0.02,,
Assetto Corsa,XOne,2016.0,Racing,505 Games,Kunos Simulazioni,0.0,0.01,0.0,63.0,6.7
SBK Superbike World Championship,PS2,2008.0,Racing,Black Bean Games,Milestone S.r.l,0.01,0.01,0.0,,tbd
Memories Off 6: Next Relation,PS2,2009.0,Adventure,5pb,,0.0,0.0,0.02,,
Meiji Toukyou Renka: Twilight Kiss,PSP,2015.0,Action,Broccoli,,0.0,0.0,0.02,,
Scared Rider Xechs,PS2,2010.0,Adventure,RED Entertainment,,0.0,0.0,0.02,,
4 Play Collection - Dark Mysteries,PC,2014.0,Misc,Avanquest Software,,0.0,0.01,0.0,,
Vitamin X: Detective B6,PSP,2012.0,Adventure,D3Publisher,,0.0,0.0,0.02,,
Misshitsu no Sacrifice,PSP,2010.0,Adventure,D3Publisher,,0.0,0.0,0.02,,
Evil Genius,PC,2004.0,Strategy,Vivendi Games,Elixir Studios,0.0,0.01,0.0,75.0,8.3
Ouran Koukou Host Bu,PS2,2007.0,Adventure,Idea Factory,,0.0,0.0,0.02,,
King's Quest: The Complete Collection,PS4,2016.0,Adventure,Activision,The Odd Gentlemen,0.01,0.0,0.0,,tbd
Lotus Challenge,GC,2004.0,Racing,Ignition Entertainment,,0.01,0.0,0.0,,
Imperium Romanum,PC,2008.0,Strategy,Kalypso Media,Haemimont,0.0,0.01,0.0,63.0,7.5
Football Manager 2007,X360,,Sports,Sega,,0.0,0.01,0.0,,
Ferrari: The Race Experience,Wii,,Racing,System 3 Arcade Software,System 3,0.0,0.01,0.0,54.0,
Dragon Zakura DS,DS,2007.0,Misc,Electronic Arts,,0.0,0.0,0.01,,
Chameleon: To Dye For!,DS,2006.0,Puzzle,505 Games,,0.01,0.0,0.0,,
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010.0,Adventure,Kadokawa Shoten,,0.0,0.0,0.01,,
Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009.0,Fighting,Broccoli,,0.0,0.0,0.01,,
Blackthorne,GBA,2003.0,Action,Activision,Mass Media,0.01,0.0,0.0,67.0,7.6
Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,,0.0,0.01,0.0,,
DokuSui: DokiDoki Suikoden,PSP,2011.0,Role-Playing,Irem Software Engineering,,0.0,0.0,0.01,,
Contrast,PC,2013.0,Platform,Focus Home Interactive,Compulsion Games,0.0,0.01,0.0,62.0,7.7
Bomberman (jp sales),PSP,2006.0,Puzzle,Konami Digital Entertainment,,0.0,0.0,0.01,,
Blazblue: Continuum Shift Extend,PSP,2012.0,Fighting,Arc System Works,,0.0,0.0,0.01,,
S.Y.K: Shinsetsu Saiyuuki,PS2,2009.0,Adventure,Idea Factory,,0.0,0.0,0.01,,
Black Cat,PS2,2006.0,Action,Capcom,,0.0,0.0,0.01,,
Smart Kid's Mega Game Mix,DS,2009.0,Misc,UFO Interactive,,0.01,0.0,0.0,,tbd
Space Invaders Revolution,DS,2005.0,Shooter,Rising Star Games,Marvelous Entertainment,0.01,0.0,0.0,49.0,5.2
Wiffle Ball Advance,DS,2007.0,Sports,Zoo Digital Publishing,,0.01,0.0,0.0,,
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011.0,Role-Playing,Unknown,,0.0,0.0,0.01,,
Wand of Fortune: Mirai e no Prologue Portable,PSP,2010.0,Adventure,Idea Factory,,0.0,0.0,0.01,,
Secret Game Portable,PSP,2010.0,Adventure,Yeti,,0.0,0.0,0.01,,
Sengoku Hime: Senran ni Mau Otometachi,PSP,2009.0,Adventure,Yeti,,0.0,0.0,0.01,,
SpongeBob: HeroPants,PSV,2015.0,Platform,Activision,Activision,0.01,0.0,0.0,,5.1
Kimi no Yuusha,DS,2008.0,Role-Playing,SNK Playmore,,0.0,0.0,0.01,,
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006.0,Shooter,Ubisoft,,0.0,0.0,0.01,,
Period Cube: Torikago no Amadeus,PSV,2016.0,Action,Idea Factory,,0.0,0.0,0.01,,
Nobunaga no Yabou Online: Houou no Shou,PS3,2012.0,Strategy,Ackkstudios,,0.0,0.0,0.01,,
Cosmetic Paradise: Make no Kiseki,DS,2008.0,Misc,Global A Entertainment,,0.0,0.0,0.01,,
Turok,PC,2008.0,Action,Touchstone,Propaganda Games,0.0,0.01,0.0,65.0,6.5
Legoland,PC,1999.0,Action,LEGO Media,,0.0,0.01,0.0,,
Nobunaga no Yabou DS,DS,2006.0,Strategy,Tecmo Koei,,0.0,0.0,0.01,,
Winter Sports 3: The Great Tournament,X360,2010.0,Sports,Tradewest,49Games,0.0,0.01,0.0,,
Valentino Rossi: The Game,PC,2016.0,Racing,Namco Bandai Games,"Milestone, Milestone S.r.l",0.0,0.01,0.0,72.0,6.2
Wand of Fortune Portable,PSP,2010.0,Adventure,Idea Factory,,0.0,0.0,0.01,,
Sengoku,PC,2011.0,Strategy,Paradox Interactive,Paradox Development Studio,0.0,0.01,0.0,70.0,6.8
Republique,PS4,2016.0,Action,Nippon Ichi Software,"Camouflaj, LLC",0.0,0.01,0.01,72.0,5.8
Sousaku Alice to Oujisama!,3DS,2015.0,Simulation,Happinet,,0.0,0.0,0.01,,
Ship Simulator 2008,PC,2007.0,Simulation,Lighthouse Interactive,VSTEP,0.0,0.01,0.0,62.0,6.6
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,2006.0,Action,Konami Digital Entertainment,,0.0,0.0,0.01,,
Brave: The Video Game,Wii,2012.0,Action,Disney Interactive Studios,,0.0,0.01,0.0,,
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007.0,Misc,D3Publisher,,0.0,0.0,0.01,,
Ten Pin Alley 2,GBA,2004.0,Sports,XS Games,Pronto Games,0.01,0.0,0.0,,tbd
NBA 2K17,PC,2016.0,Sports,Take-Two Interactive,Visual Concepts,0.0,0.01,0.0,90.0,6.3
Postman Pat: Special Delivery Service,DS,2009.0,Misc,GSP,,0.0,0.01,0.0,,
Himawari: Pebble in the Sky Portable,PSP,2010.0,Adventure,Kadokawa Shoten,,0.0,0.0,0.01,,
Rise of Flight: Iron Cross Edition,PC,2010.0,Simulation,Aerosoft,777 Studios,0.01,0.0,0.0,,7.9
WRC 5: FIA World Rally Championship,XOne,2015.0,Sports,Bigben Interactive,,0.0,0.01,0.0,,
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008.0,Adventure,Marvelous Interactive,,0.0,0.0,0.01,,
NiGHTS into dreams...,PS2,2008.0,Platform,Sega,,0.0,0.0,0.01,,
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009.0,Adventure,TGL,,0.0,0.0,0.01,,
Guild Wars: Factions,PC,2006.0,Role-Playing,NCSoft,ArenaNet,0.0,0.01,0.0,84.0,8.5
Shinobi Koutsutsu,PSP,2014.0,Adventure,Idea Factory,,0.0,0.0,0.01,,
WinBack 2: Project Poseidon,PS2,2006.0,Shooter,Tecmo Koei,Cavia Inc.,0.01,0.01,0.0,48.0,tbd
Kaitou Rousseau,DS,2006.0,Action,Namco Bandai Games,,0.0,0.0,0.01,,
GunParade Orchestra: Ao no Shou,PS2,2006.0,Adventure,Sony Computer Entertainment,,0.0,0.0,0.01,,
Totally Spies! Totally Party,PS2,2008.0,Misc,Ubisoft,,0.01,0.01,0.0,,
Puyo Pop Fever,GC,2004.0,Puzzle,Sega,Sonic Team,0.01,0.0,0.0,72.0,tbd
Super Stardust Ultra VR,PS4,2016.0,Shooter,Sony Computer Entertainment,Sony Interactive Entertainment,0.0,0.01,0.0,66.0,6.2
Total War Attila: Tyrants & Kings,PC,2016.0,Strategy,Koch Media,,0.0,0.01,0.0,,
Wizardry XTH: Unlimited Students,PS2,2006.0,Role-Playing,Michaelsoft,,0.0,0.0,0.01,,
Instant Brain,X360,2011.0,Adventure,Cave,,0.0,0.0,0.01,,
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011.0,Adventure,Avanquest,,0.0,0.01,0.0,,
Dead Rising,XOne,2016.0,Action,Capcom,Capcom,0.01,0.0,0.0,,8.8
Abunai: Koi no Sousa Shitsu,PSP,2012.0,Action,Quinrose,,0.0,0.0,0.01,,
MLB 15: The Show,PSV,2015.0,Sports,Sony Computer Entertainment,SCEA San Diego Studios,0.01,0.0,0.0,,8.8
Azure Striker Gunvolt,3DS,2016.0,Action,Yacht Club Games,Inti Creates,0.01,0.0,0.0,77.0,8.4
Penguins of Madagascar,Wii,2014.0,Action,Namco Bandai Games,Little Orbit,0.0,0.01,0.0,,tbd
Magic Encyclopedia: Moonlight,DS,2010.0,Misc,Foreign Media Games,,0.0,0.01,0.0,,
Don Bradman Cricket 14,PS3,2014.0,Sports,Tru Blu Entertainment,Big Ant Studios,0.0,0.01,0.0,73.0,6.9
SoulLink Extension,PS2,2006.0,Adventure,Interchannel,,0.0,0.0,0.01,,
Codename: Panzers Phase Two,PC,2005.0,Strategy,CDV Software Entertainment,Stormregion,0.0,0.01,0.0,80.0,8.1
Winning Post 7 Maximum 2008,PS2,2008.0,Sports,Tecmo Koei,,0.0,0.0,0.01,,
Samurai Shodown Anthology (JP sales),PS2,2008.0,Fighting,Ignition Entertainment,,0.0,0.0,0.01,,
Sangoku Koi Senki: Otome no Heihou!,PS2,2011.0,Adventure,Prototype,,0.0,0.0,0.01,,
Alfa Romeo Racing Italiano,PS2,2005.0,Racing,Black Bean Games,Milestone S.r.l,0.01,0.01,0.0,,6.8
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002.0,Misc,Media Entertainment,,0.0,0.0,0.01,,
The Last Remnant,PC,2009.0,Role-Playing,Square Enix,Square Enix,0.0,0.01,0.0,66.0,8.3
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015.0,Action,Namco Bandai Games,,0.0,0.0,0.01,,
Super Robot Taisen XO,X360,2006.0,Strategy,Banpresto,,0.0,0.0,0.01,,
Aquaman: Battle for Atlantis,XB,,Action,Unknown,Lucky Chicken,0.01,0.0,0.0,26.0,2.7
Raven's Cry,PS4,2015.0,Role-Playing,TopWare Interactive,,0.0,0.01,0.0,,
Call of Juarez,PC,2006.0,Shooter,Ubisoft,Techland,0.0,0.01,0.0,72.0,7.8
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010.0,Misc,Hackberry,,0.0,0.0,0.01,,
Unreal Tournament 2003,PC,2002.0,Shooter,Atari,Digital Extremes,0.0,0.01,0.0,86.0,8.2
Neverwinter Nights 2: Mask of the Betrayer,PC,2007.0,Role-Playing,Atari,Obsidian Entertainment,0.0,0.01,0.0,82.0,8.8
